author,desc,rating,reviews,title,totalratings,New_genre,Business,Classics,Comics,Contemporary,Crime,Fantasy,Fiction,History,Horror,Humor,Manga,Mystery,Nonfiction,Philosophy,Poetry,Psychology,Religion,Romance,Science,Suspense,Thriller
Winifred Holtby,"Mandoa is a small African state: at its head a Virgin Princess, conceiving (immaculately) further princesses. The old traditions remain undisturbed until Mandoaâ€™s Lord High Chamberlain, Safi Tala, visits Addis Ababa. There he discovers baths and cocktail shakers, motor cars and cutlery from Sheffield, telephones and handkerchiefs. In short, he has seen an apocalyptic vision â€“ a new heaven and a new earth.Meanwhile in England it is 1931. Maurice Durrant, youngest director of Princeâ€™s Tours Limited, has won North Donnington for the Conservatives. His socialist brother Bill is unemployed and their friend Jean Stanbury loses her job on The Byeword, a radical weekly paper. How all three, and others too, find themselves in Mandoa for the wedding of the Royal Princess to her Arch-archbishop is hilariously told in this wonderful satirical novel, first published in 1933.",3.77,7,"Mandoa, Mandoa!: A Comedy of Irrelevance",30,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"George Sand,Naomi Schor","The first novel that George Sand wrote without a collaborator, this is not only a vivid romance, but also an impassioned plea for change in the inequitable French marriage laws of the time, and for a new view of women. It tells the story of a beautiful and innocent young woman, married at sixteen to a much older man. She falls in love with her handsome, frivolous neighbor, but discovers too late that his love is quite different from her own. This new translation, the first since 1900, does full justice to the passion and conviction of Sand's writing, and the introduction fully explores the response to Sand in her own time as well as contemporary feminist treatments.",3.52,211,Indiana,2143,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jim Turner,Alan Rodgers,Peter Tremayne,Don Webb,Fred Chappell,Nancy A. Collins,Thomas Ligotti,Harlan Ellison,Ian R. MacLeod,Ron Goulart,Stephen King,Richard A. Lupoff,Paula Volsky,Howard Waldrop,Steven Utley,Gene Wolfe,T.E.D. Klein,William Browning Spencer,Fritz Leiber,Robert Charles Wilson","Fantasist H. P. Lovecraft enjoys an honor shared by few other authors of imaginative fiction -- since his death, the term Lovecraftian has come into worldwide use to describe a body of work so fully realized as to influence countless generations of subsequent writers. Each author in this volume came under the Lovecraftian conjuration and then wrote a story that in some way reflects this experience, providing compelling testimony that H. P. Lovecraft is one of the most influential writers of the 20(th) century.These stories have been previously published but are now gathered together to create this excellent and diverse anthology.,Contents (view Concise Listing), xiii â€¢ The ""Shadow"" over Lovecraft â€¢ (1998) â€¢ essay by Jim Turner, 3 â€¢ Her Misbegotten Son â€¢ (1996) â€¢ novella by Alan Rodgers, 50 â€¢ Daoine Domhain â€¢ (1992) â€¢ novelette by Peter Tremayne, 70 â€¢ To Mars and Providence â€¢ [War of the Worlds: Global Dispatches] â€¢ (1996) â€¢ short story by Don Webb, 81 â€¢ Weird Tales â€¢ (1984) â€¢ short story by Fred Chappell, 91 â€¢ The Land of the Reflected Ones â€¢ (1995) â€¢ short story by Nancy A. Collins, 102 â€¢ The Shadow at the Bottom of the World â€¢ (1990) â€¢ short story by Thomas Ligotti, 111 â€¢ Sensible City â€¢ (1994) â€¢ short story by Harlan Ellison, 119 â€¢ The Golden Keeper â€¢ (1997) â€¢ novella by Ian R. MacLeod, 165 â€¢ Ralph Wollstonecraft Hedge: A Memoir â€¢ (1959) â€¢ short story by Ron Goulart, 169 â€¢ Crouch End â€¢ [Cthulhu Mythos] â€¢ (1980) â€¢ novelette by Stephen King, 194 â€¢ The Turret â€¢ (1995) â€¢ novelette by Richard A. Lupoff, 221 â€¢ The Giant Rat of Sumatra â€¢ (1996) â€¢ novelette by Paula Volsky, 243 â€¢ Black as the Pit, from Pole to Pole â€¢ [Frankenstein Universe] â€¢ (1977) â€¢ novelette by Howard Waldrop and Steven Utley, 279 â€¢ The Other Dead Man â€¢ (1988) â€¢ short story by Gene Wolfe, 299 â€¢ The Events at Poroth Farm â€¢ (1972) â€¢ novella by T. E. D. Klein, 339 â€¢ The Ocean and All Its Devices â€¢ (1994) â€¢ novelette by William Browning Spencer, 357 â€¢ A Bit of the Dark World â€¢ (1962) â€¢ novelette by Fritz Leiber, 386 â€¢ The Perseids â€¢ (1995) â€¢ novelette by Robert Charles Wilson",3.63,14,Eternal Lovecraft: The Persistence of HPL in Popular Culture,64,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anne Stuart,"There's nothing like the brisk autumn nights of the North,As cold winds rattled through broken windows and loose doors. Farnum's Castle felt like an icebox. Marielle Brandt couldn't complain to the landlord - she was the landlord, having inherited her husband's mounting debts and title to the weirdest apartment building in the history of human habitation.,The plumbing was shot, the stairs were treacherous and the place was haunted. The tenants were a raggle-taggle group of refugees, witches and warlocks. But he weirdest part was that Farnum's Castle felt like home, and the tenants like family. Especially Simon Zebriskie, who gruffly dispensed help and advice, and felt like someone Marielle had been seeking all her life to warm her heart on even the coldest Chicago night.",3.88,9,Cry for the Moon,92,Contemporary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Evans,"Invaded in 1830, populated by one million settlers who co-existed uneasily with nine million Arabs and Berbers, Algeria was different from other French colonies because it was administered as an integral part of France, in theory no different from Normandy or Brittany. The depth and scale of the colonization process explains why the Algerian War of 1954 to 1962 was one of the longest and most violent of the decolonization struggles.,An undeclared war in the sense that there was no formal beginning of hostilities, the war produced huge tensions that brought down four governments, ended the Fourth Republic in 1958, and mired the French army in accusations of torture and mass human rights abuses. In carefully re-examining the origins and consequences of the conflict, Martin Evans argues that it was the Socialist led Republican Front, in power from January 1956 until May 1957, which was the defining moment in the war. Predicated on the belief in the universal civilizing mission of the Fourth Republic, coupled with the conviction that Algerian nationalism was feudal and religiously fanatical in character, the Republican Front dramatically intensified the war in the spring of 1956.,Drawing upon previously classified archival sources as well as new oral testimonies, this book underlines the conflict of values between the Republican Front and Algerian nationalism, explaining how this clash produced patterns of thought and action, such as the institutionalization of torture and the raising of pro-French Muslim militias, which tragically polarized choices and framed all subsequent stages of the conflict.",4.3,6,Algeria: France's Undeclared War,90,History,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Almudena Grandes,"En el Departamento de Obras de consulta de un gran grupo editorial, cuatro mujeres trabajan en la confeccin de un atlas de geografa en fascculos. Reunidas por azar en ese proyecto, y muy distintas entre s, todas comparten, sin embargo, una edad decisiva, en la que el peso de la memoria matiza ya la conciencia del tiempo y de la Historia. Mientras investigan, buscan materiales y fijan datos, Ana, Rosa, Marisa y Fran se encuentran en ese punto de inflexin de la vida en que no pueden aplazar ms la necesidad de encararse de una vez consigo mismas, despejar dudas, deseos y contradicciones ya insostenibles para situarse ellas mismas en su propia geografa, en su propio atlas. As, iremos descubrindolo todo sobre cada una de ellas y sobre el mundo que las rodea, que no es otro que el de toda una generacin: su soledad, sus inhibiciones, sus sueos truncados, sus decepciones, pero tambin sus pasiones y sus amores inconfesados, su dureza y su ternura, sus derrotas y sus grandes conquistas.",3.73,47,Atlas de geografÃ­a humana,1035,Contemporary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynna Banning,"WOUNDED SOLDIER, HEALING WIDOW ...,Widow Jeanne Nicolet's beautiful lavender fields are threatened by the advancing railroad. With her livelihood in danger, Jeanne will fight to protect her, and her little daughter's, future.,Constantly on the move, surveying the land, suits Colonel Washington Halliday just fine. He can escape the haunting memories of war that have left his emotions as damaged as his injured body.,Under the sultry heat of the Western sun, the scent of the purple fields is heady, but not as intoxicating as the lavender lady herself ...",3.53,8,Lady Lavender,45,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
William  Dietrich,"At the height of WWII, a quartet ofÂ daring American adventurers pits their cunning against a cadre of Nazi S.S. agents seeking to acquire a powerful weapon for the Fuhrerâ€™s arsenal; today, as the Nazi specter begins to rear its head once again, the descendants of those long-ago adventurers must unlock the secrets of their forebearsâ€™ mission in order to save the world from Hitlerâ€™s resurgent Reich. Now, modern science and ancient Tibetan mythology surround a daring zoologist and a beautiful aviatrix who are all that stand between the Nazis and world domination in ,New York Times ,bestselling author William Dietrichâ€™s ,Blood of the Reich,, a knockout stand-alone novel perfect for fans of Ken Follett, Frederick Forsyth, and Brad Thor.",3.44,101,Blood of the Reich,741,Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Arden,"Many years ago, the young bandit El Diablo disappeared into a cave, never to be seen again. Now an eerie moaning sound is coming from his old hideout, and the ranchers who live nearby think he may still be alive.,The Three Investigators set out to explore the moaning caveÂ—and soon wish they had come armed with more than a flashlight!",3.85,79,The Mystery of the Moaning Cave,2513,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Brian Froud,Ari Berk","Anyone who brings home this book will be in big trouble. Renowned artist Brian Froud and scholar Ari Berk have conducted a thorough investigation into the goblin realm. (For the uninformed, goblins, a subspecies of faery, are those maleficent creatures that cause all manner of havoc in the human realm.) The fruit of their labor, however, turned out to be a rotten apple: the book is infected with goblins. ,Now, thanks largely to Froud and Berk's continuing carelessness, the noxious, viscid, and largely nonsensical volume has been unleashed on an unsuspecting public. Among its pages are reproductions of the ancient, odoriferous Codex Goblinensis; a glossary of common goblins and their markings; and a gazetteer of goblin photographs taken with the arcane Goblin Camera. Those fearing an infestation can refer to the section detailing how to determine if you've ""got goblins"" and, if so, what you can do about it. (There is nothing you can do about it.),Combining the folkloric approach of ,Faeries, with the utter wackiness of ,Lady Cottington,, this is the team's most visually rich and outrageous opus yet.",4.2,32,Goblins! A Survival Guide and Fiasco in Four Parts,2441,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ã–dÃ¶n von HorvÃ¡th,,3.43,26,Geschichten aus dem Wiener Wald,926,Classics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vana V.,"Severiano Tarussio, who'd been banished from the country of his birth for too many years, finally returns home to Italy with only one thing on his mind - vengeance. Knowing he needs approval from the head of the Lombardo family before he can act upon his desire, he knows that if he can get it, retribution against the Saletti family would be, oh, so sweet. ,Fiora Ducani, the new head of the Lombardo family, is thrilled to the bone by the return of Vicente Tarussio's handsome grandson, even if it had been without her permission. She'd missed the arrogant man who'd always had a way with the ladies, but now he's put her in a tight spot with the very man who'd ordered his banishment years before. ,Rocco Lombardo, the retired mob boss who'd managed to keep an alliance with the Saletti family for years, now has a growing concern for the recently ascended son of Alessandro, who seems to be spiraling out of control over the little American girl he's been keeping company with. He wants nothing but to keep the peace between the families, but the return of Severiano threatens to destroy it all. Or, will it turn the tables in favor of the Lombardo family, through a scheme that only Severiano can pull off? ,With the hope for a new family in his future with his beautiful and young bride-to-be, Vincenzo Saletti finds himself confronted by his father's past and the possibility that his lifelong enemy may have a closer connection to him than he'd ever imagined. It's enough to leave him questioning everything about the father he'd known, while giving the woman who holds his heart in the palm of her hand doubts about their own future together. Will it be enough to destroy the love he and Novella have only just begun to know, or will they overcome the sins of the father and strengthen the bond they now share?",4.37,10,Sins of the Father,97,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tori Carrington,"Some girls just won't take no for an answer...Security expert Jason Savage lives for his job. Nobody gets past him. No one. So why is he so hot under the collar (and then some) about his latest case? Jordan Cosby is just an assignment--albeit a sexy, damn near irresistible one...,In two weeks, Jordan takes the witness stand. Until then, she's confined to her apartment for her safety. Fortunately, Jason is a substantial distraction. And since Jordan's a woman who always gets her own way, she knows it's just a matter of time before Jason comes to her bed--and finds out just how good her way really is...",3.44,7,Undeniable Pleasures,82,Contemporary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agatha Christie,"- They Came to Bagghdad,- Destination Unknown,- Ordeal by Innocence,- The Pale Horse",4.19,5,1950s Omnibus,59,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"KÅbÅ Abe,E. Dale Saunders","Like an elegantly chilling postscript to ,The Metamorphosis,, this classic of postwar Japanese literature describes a bizarre physical transformation that exposes the duplicities of an entire world. The narrator is a scientist hideously deformed in a laboratory accidentâ€“a man who has lost his face and, with it, his connection to other people. Even his wife is now repulsed by him. ,His only entry back into the world is to create a mask so perfect as to be undetectable. But soon he finds that such a mask is more than a disguise: it is an alternate selfâ€“a self that is capable of anything. A remorseless meditation on nature, identity and the social contract, ,The Face of Another, is an intellectual horror story of the highest order.",3.77,264,The Face of Another,3515,Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H.P. Lovecraft,"The story takes place in Providence, Rhode Island and revolves around the Church of Starry Wisdom. The cult uses an ancient artifact known as the Shining Trapezohedron to summon a terrible being from the depths of time and space.,The Shining Trapezohedron was discovered in Egyptian ruins, in a box of alien construction, by Professor Enoch Bowen before he returned to Providence, Rhode Island in 1844. Members of the Church of Starry Wisdom in Providence would awaken the Haunter of the Dark, an avatar of Nyarlathotep, by gazing into the glowing crystal. Summoned from the black gulfs of chaos, this being could show other worlds, other galaxies, and the secrets of arcane and paradoxical knowledge; but he demanded monstrous sacrifices, hinted at by disfigured skeletons that were later found in the church. The Haunter of the Dark was banished by light and could not cross a lighted area.",3.79,122,The Haunter of the Dark,1201,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Leslie Tentler,"The writer becomes the story when crime reporter Mia Hale is discovered on a Jacksonville beach, bloodied and disoriented, but alive. She remembers nothing, but her wounds bear the signature of a sadistic serial killer. After years lying dormant, The Collector has resumed his grim hobby: abducting women and taking gruesome souvenirs before dumping their bodies. But none of his victims has ever escaped and he wants Mia back, more than he ever wanted any of the others.,FBI agent Eric MacFarlane has pursued The Collector for a long time. The case runs deep in his veins, bordering on obsession and Mia holds the key. She'll risk everything to recover her memory and bring the madman to justice, and Eric swears to protect this fierce, fragile survivor. But The Collector will not be denied. In his mind, he knows just how their story ends.",4.1,104,Edge of Midnight,1308,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tami Hoag,"
  , Once upon a time I had the perfect family. I had the perfect husband. I had the perfect children. I had the perfect life in the perfect home. And then, as in all fairy tales, evil came into our lives and destroyed us. ,
,Four years after the unsolved disappearance of her sixteen-year-old daughter, Lauren Lawton is the only one still chasing the ghosts of her perfect Santa Barbara life. The world has given her daughter up for dead. Her husband ended his own life in the aftermath. Even Lauren's younger daughter is desperate to find what's left of the childhood she hasn't been allowed to have.,Lauren knows exactly who took her oldest child, but there is not a shred of evidence against the man. Even as he stalks her family, Lauren is powerless to stop him. The Santa Barbara police are handcuffed by the very laws they are sworn to uphold. Looking for a fresh start in a town with no memories, Lauren and her younger daughter, Leah, move to idyllic Oak Knoll. But when Lauren's suspect turns up in the same city, it feels to all the world that history is about to repeat itself. Leah Lawton will soon turn sixteen, and Oak Knoll has a cunning predator on the hunt.,Sheriff's detective Tony Mendez and his team begin to close in on the suspected killer, desperate to keep the young women of their picturesque town safe. But as the investigators sift through the murky circumstances of an increasingly disturbing case, a stunning question changes everything they thought they knew. In ,Down the Darkest Road,, #1 ,New York Times, bestseller Tami Hoag proves again why she is one of the world's most beloved storytellers.",4.05,1052,Down the Darkest Road,14569,Suspense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Janice Sims,"Patrice Sutton has just landed the role of her career. Snagging the female lead opposite devastatingly handsome, six-foot-three movie idol T. K. McKenna is a dream come true. When she learns they'll be filming out West she's secretly thrilledÂ…and ready to show her gorgeous costar the ropes of life on the ranch. Until T.K. turns the tablesÂ—by initiating her into the art of seduction far from the camera's glare.,T.K. knows that with her incredible beauty, talent and sweet sincerity, Patrice has what it takes to make it really big. And the burgeoning film star is showing T.K. a passion more real than anything he's ever experienced onÂ—or offÂ—the screen. But what will it take to prove to her that she's the only woman he'll ever desireÂ…and love?",4.24,4,Temptation's Kiss,49,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rolf MÃ¼ller,"The King wants to give the Queen something special for her birthday. The Queen has everything, everything except a bed. The trouble is that no one in the Kingdom knows the answer to a very important question: How Big is a Bed? because beds at the time had not yet been invented. The Queen's birthday is only a few days away. How can they figure out what size the bed should be?",4.15,138,How Big Is a Foot?,1205,Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SangEun Lee,JiEun Park,Natalie Baan","Now that Hee-So knows how Beatrice feels about her, sheâ€™s made it her mission to not avoid him and treasure those feelings as he tries to set his heart straight. As part of his effort, Beatrice returns the precious ribbon given to his cactus self by his beloved owner. But when she manages to lose the ribbon to the wind, the desperate Hee-So turns to Whie-Young for help in getting it back, blind to the impact it will have on his body. Blacking out from the overuse of his powers, Whie-Young comes face-to-face with his childhood self and learns a secret that could set his and Hee-Soâ€™s world on its head!",3.69,1,"13th Boy, Vol. 10",29,Manga,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Joel R. Primack,Nancy Ellen Abrams","A world-renowned astrophysicist and a science philosopher present a new, scientifically supported understanding of the universe, one that will forever change our personal relationship with the cosmos. , For four hundred years, since early scientists discovered that the universe did not revolve around the earth, people have felt cut off-adrift in a meaningless cosmos. That is about to change. , In their groundbreaking new book, ,The View from the Center of the Universe,, Joel R. Primack, Ph.D., one of the world's leading cosmologists, and Nancy Ellen Abrams, a philosopher and writer, use recent advances in astronomy,physics, and cosmology to frame a compelling new theory of how to understand the universe and our role in it. , While most of us think of the universe as empty space peppered with stars separated by vast distances, the truth, the authors argue, is far richer and more meaningful. For the first time in history, we know that the universe is more coherent and spiritually significant than anyone ever imagined and that our place in it is actually central to the expanding universe in important ways. , According to Primack and Abrams, this new cosmology clarifies how the universe operates, what it's made of, how it may have originated, and how it is evolving. Even more surprising, these startling ideas spring from both cutting-edge science and the metaphors of ancient symbols. The result is a very human book that satisfies our fundamental need for order and meaning in our world and in our lives.",4.0,38,The View from the Center of the Universe: Discovering Our Extraordinary Place in the Cosmos,406,Science,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AmÃ©lie Nothomb,Shaun Whiteside","""To have an extraordinary life, Lucette believes, one must have an extraordinary name. Horrified by the pedestrian names her husband chooses for their unborn child (Tanguy if it's a boy, Joelle if it's a girl), Lucette does the only honorable thing to save her baby from such an unexceptional destiny - she kills her spouse. While in prison, Lucette gives birth to a daughter to whom she bequeaths the portentous name of an obscure saint, Plectrude, before hanging herself."" From her beginnings, Plectrude seems fated for a life like no other. Raised by an indulgent and adoring aunt, she is a dreamy child who is discovered to have enormous gifts as a dancer. Accepted at Paris's most prestigious ballet school, Plectrude devotes herself to artistic perfection, giving dance her heart and soul - and ultimately her body. As her world shatters as easily as her bones, she learns to survive in the only way she knows how - by committing an act of deadly self-preservation her mother would have understood best.",3.6,279,The Book of Proper Names,3663,Fiction,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D.M. Mitchell,Alan Moore,Ramsey Campbell","Fiction. Science Fiction and Fantasy. Graphic Novel. Contemporary visions of cosmic transformation, mutation and madness--many inspired directly by the life and writings of H.P. Lovecraft, others reflecting his strangely presentient themes in their own bizarre subtexts. Here the primal beings of Lovecraft's Cthulhu Mythos stalk a postmodern landscape of social collapse, ethnic cleansing, genetic engineering and nuclear devastation--nightmare prophecies from his ulp pages which have now come chillingly true.",3.66,17,The Starry Wisdom,207,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H.P. Lovecraft,"'It was a monstrous constellation of unnatural light, like a glutted swarm of corpse-fed fireflies dancing hellish sarabands over an accursed marsh...',H.P. Lovecraft was perhaps the greatest twentieth century practitioner of the horror story, introducing to the genre a new evil, monstrous, pervasive and unconquerable. At the heart of these three stories are terrors unthinkable and strange: a crash-landing meteorite, the wretched inhabitant of an ancient castle and a grave-robber's curse. This book includes ""The Colour Out Of Space"", ""The Outsider"" and ""The Hound"".",4.06,701,The Colour Out of Space,7357,Horror,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eliyahu M. Goldratt,"A ""must"" for every manager concerned with meeting the challenges of the 21st century. You'll see the differences between data and information in a new light, and understand precisely how misunderstanding those differences can affect the quality of your decision-making process. Starting with the structure of an organization, The Haystack Syndrome ends with a detailed description of the logic that must underpin the information system for any organization to maximize effectiveness.",3.77,15,The Haystack Syndrome: Sifting Information Out of the Data Ocean,219,Business,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Bronski,"Winner of a 2012 Stonewall Book Award in nonfiction,The first book to cover the entirety of lesbian, gay, bisexual, and transgender history, from pre-1492 to the present.,In the 1620s, Thomas Morton broke from Plymouth Colony and founded Merrymount, which celebrated same-sex desire, atheism, and interracial marriage. Transgender evangelist Jemima Wilkinson, in the early 1800s, changed her name to â€œPublick Universal Friend,â€ refused to use pronouns, fought for gender equality, and led her own congregation in upstate New York. In the mid-nineteenth century, internationally famous Shakespearean actor Charlotte Cushman led an openly lesbian life, including a well-publicized â€œfemale marriage.â€ And in the late 1920s, Augustus Granville Dill was fired by W. E. B. Du Bois from the NAACPâ€™s magazine the ,Crisis, after being arrested for a homosexual encounter. These are just a few moments of queer history that Michael Bronski highlights in this groundbreaking book. , Â , Intellectually dynamic and endlessly provocative, ,A Queer History of the United States, is more than a â€œwhoâ€™s whoâ€ of queer history: it is a book that radically challenges how we understand American history. Drawing upon primary documents, literature, and cultural histories, noted scholar and activist Michael Bronski charts the breadth of lesbian, gay, bisexual, and transgender history, from 1492 to the 1990s, and has written a testament to how the LGBT experience has profoundly shaped our country, culture, and history. , Â ,A Queer History of the United States, abounds with startling examples of unknown or often ignored aspects of American historyâ€”the ineffectiveness of sodomy laws in the colonies, the prevalence of cross-dressing women soldiers in the Civil War, the impact of new technologies on LGBT life in the nineteenth century, and how rock music and popular culture were, in large part, responsible for the devastating backlash against gay rights in the late 1970s. Most striking, Bronski documents how, over centuries, various incarnations of social purity movements have consistently attempted to regulate all sexuality, including fantasies, masturbation, and queer sex. Resisting these efforts, same-sex desire flourished and helped make America what it is today. , Â , At heart, ,A Queer History of the United States, is simply about American history. It is a book that will matter both to LGBT people and heterosexuals. This engrossing and revelatory history will make readers appreciate just how queer America really is. ",3.81,179,A Queer History of the United States,1416,History,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Olsen,"Prize-winning journalist Jack Olsen, armed with unprecedented access to one of the most infamous serial killers in American history, provides a fascinating glimpse into the mind of a murderer in the killer's own words . . .,In February 1990, Oregon State Police arrested John Sosnovke and Laverne Pavlinac for the vicious rape and murder of Taunja Bennet, a troubled 23-year-old barfly who had suffered mild retardation since birth. Pavlinac had come forth and confessed, implicating her boyfriend and producing physical evidence that linked them to the crime. Authorities closed the case.,There was just one problem. They had the wrong people.,And the real killer wasn't about to let anyone take credit for his kill. Keith Hunter Jesperson was a long haul truck driver and the murderer of eight women, including Taunja Bennet. As the case wound through police precincts and courts--ending in life sentences for both Sosnovke and Pavlinac--Jesperson began a twisted one man campaign to win their release. To the editors of newspapers and on the walls of highway rest stops, Jesperson scribbled out a series of taunting confessions:,I killed Tanya Bennett . . . I beat her to death, raped her and loved it. Yes I'm sick, but I enjoy myself too. People took the blame and I'm free . . ..Look over your shoulder. I may be closer than you think.,At the end of each confession, Jesperson drew a happy face, earning for himself the grisly sobriquet ""The Happy Face Killer."",Based on access to interviews, diaries, court records, and the criminal himself, ,I: The Creation of a Serial Killer, is Jesperson's chilling story. It chronicles his evolution from angry child to sociopathic murderer, from tormentor of animals to torturer of women. It is also the story of the fate that befell him after two innocent citizens were imprisoned four years for one of his killings.,Edgar Award winner Jack Olsen lets the killer to tell his story in his own words, offering unprecedented insight into the twisted thought process of a serial murderer. Olsen takes his readers along on Jesperson's vicious cross-country killing spree, letting him describe how he played his ""death game"" with eight innocent victims and how he finally came to grips with the fate he deserved.,I: The Creation of a Serial Killer, is one of the most revealing and insightful pieces of crime reporting ever published.",3.91,140,I: The Creation of a Serial Killer,2215,Crime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.J. McGrath,"On Craig Island, a vast landscape of ice north of the Arctic Circle, three travellers are hunting duck. Among them is Inuit hunter and guide, Edie Kiglatuk; a woman born of this harsh, beautiful terrain. The two men are tourists but when one of them is shot dead, the local Council of Elders in is keen to dismiss it as an accident.",3.49,460,White Heat,2361,Mystery,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tori Carrington,"Midnight Fantasy #6 --,The thrill of the forbidden...,Dulcy Ferris has always had an active fantasy life...but fantasy has never come close to reality until she finds herself alone in an elevator with oh-so-sexy Quinn Landis. There's just one problem: Dulcy's engaged to marry somebody else. But before she commits herself to a passionless marriage, she can't resist indulging in her most secret fantasy just once....,Quinn Landis can't believe his luck. Home for the wedding of his best friend, he's delighted when a gorgeous woman falls into his lap...and then jumps into his bed! But the next morning brings a few surprises. His friend Brad has disappeared...and Quinn's just slept with Brad's bride-to-be! Worse, he wants to again...and again!But first Quinn has to find Brad. Only then can he prove to Dulcy that he's the best man -- in every sense....,Midnight Fantasies",3.81,2,A Stranger's Touch,72,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jacek Piekara,"Oto on, inkwizytor i SÅ‚uga BoÅ¼y, czÅ‚owiek gÅ‚Ä™bokiej wiary.,Oto dwie minipowieÅ›ci, ktÃ³rych bohaterem jest Mordimer Madderdin, peÅ‚en wiary i zapaÅ‚u mÅ‚ody inkwizytor.,Dlaczego bogaty kupiec pragnie utopiÄ‡ we wrzÄ…cej smole ubÃ³stwianego synka? Dlaczego zacny patrycjusz w okrutny sposÃ³b zabija ukochanÄ… Å¼onÄ™? Mordimer Madderdin musi wyjaÅ›niÄ‡ jaka siÅ‚a popycha ludzi do czynienia bezrozumnego zÅ‚a. ,Mordimer wpada w miÅ‚osne sidÅ‚a zastawione przez Å›licznÄ… i uroczÄ… gÃ³ralkÄ™. Jak dÅ‚ugo wytrzyma inkwizytor ktÃ³rego nazywa siÄ™ â€žmiodowym placuszkiemâ€œ i â€žszafranowÄ… babeczkÄ…â€œ? I jak dÅ‚ugo wytrzyma, by kierowany Å›wiÄ™tym obowiÄ…zkiem, nie zajrzeÄ‡ do szafy peÅ‚nej trupÃ³w?",3.85,16,"Ja, inkwizytor. Dotyk zÅ‚a",1156,Fantasy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vicki Lewis Thompson,"Wanted: One hot cowboy...,Party organizer Tyler O'Connelli is on the fast track to her dream career. She's so close she can almost taste it. But when she returns to her family and sees her one-night stand, Alex Keller, all done up in his cowboy gear, her self-control is stretched to the ""breaking point...."",They're worlds apart. She's a busy career girl, and Alex is a cowboy. But while getting together might not bode well for anything long-term, it more than makes up for it in sheer hot chemistry Problem is, this is one wrangler she might want to get tied down--and tied up--to...indefinitely",3.98,63,Should've Been a Cowboy,619,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
